method,subject_id,site_id,target_wasserstein_raw,target_kl_raw,target_wasserstein_harmonized,target_kl_harmonized
neurocombat,SBL_51570,9,0.07044939464588415,0.17795484085807936,0.12001530523074948,0.5433067247121259
neurocombat,SBL_51575,9,0.058385604661490786,0.17656108950392244,0.1118350099511026,0.5071434684337615
neurocombat,SDSU_50189,10,0.11968992261920423,0.3618380213253573,0.1275069013262425,0.5488205740176499
neurocombat,SDSU_50196,10,0.12775216371113468,0.37715643018031736,0.12652532597819688,0.542883598779396
neurocombat,SDSU_50210,10,0.050624950583893526,0.10901117442075572,0.06100760569840346,0.37342397082336437
neurocombat,Stanford_51167,11,0.07382275827197413,0.2183525064200917,0.06999826746007637,1.0612653629305167
neurocombat,Stanford_51174,11,0.16552849943607875,0.39688921227212903,0.12815395933963783,1.5259848009898211
neurocombat,Stanford_51188,11,0.0831800378204292,0.16167581226974442,0.08753610346822649,1.1941525163169882
neurocombat,Stanford_51198,11,0.15259047237291995,0.47462302929166456,0.1331735224769105,1.3420427248187212
neurocombat,Trinity_50239,12,0.05783001933009287,0.16696748571581166,0.12603667408628447,1.3868717774409456
neurocombat,Trinity_50246,12,0.10326930691603116,0.15556527657231192,0.0797634245204612,0.8253700738412596
neurocombat,Trinity_50262,12,0.13055778477603097,0.16827881489988739,0.06513388953737007,1.2116865598701518
neurocombat,Trinity_51132,12,0.09214904315969195,0.15576274148682273,0.08446047097352488,0.9926222807023248
neurocombat,Trinity_51136,12,0.05752131521990882,0.14871627951639366,0.09380125331199918,1.2567071226134778
neurocombat,UCLA_51215,13,0.1429483688195516,0.36933165090162107,0.11170079962247366,1.2424504154690996
neurocombat,UCLA_51221,13,0.1279075498138971,0.28699284991823154,0.09249686517140115,1.0376953128441566
neurocombat,UCLA_51252,13,0.163003051885536,0.2678289975671629,0.10984415770648169,0.9137162780780409
neurocombat,UCLA_51261,13,0.17045816197635558,0.48614319114580284,0.13274156772770626,1.2449130825689492
neurocombat,UCLA_51272,13,0.14609727244988885,0.3564831307717391,0.0954227884499461,0.532070864834108
neurocombat,UCLA_51275,13,0.11735621570389372,0.18345145496708648,0.07148817768620024,0.5631983718030519
neurocombat,UCLA_51291,13,0.04314586923362435,0.12764423217314017,0.034462641557107224,0.4136382626671883
neurocombat,UCLA_51295,13,0.19655756006674566,0.3785690080926861,0.13659512847837668,1.1829027454665144
neurocombat,UCLA_51301,13,0.15620390038968446,0.255920770157411,0.10011996233852616,0.8760683531029123
neurocombat,UCLA_51308,13,0.16973034148117475,0.3718692307799829,0.11942528526290024,1.5471707719561023
neurocombat,UCLA_51311,13,0.13474588819977965,0.2133517433440402,0.08078405507261154,1.088517947756135
neurocombat,UM_50286,14,0.13077278689755345,0.5245445398928957,0.11392684922210791,0.6730165363538477
neurocombat,UM_50292,14,0.1323704736661856,0.5452219788468144,0.11589569046590914,0.49359685072237336
neurocombat,UM_50324,14,0.14168290014254825,0.6054165893471178,0.12297950593945833,0.566249251995279
neurocombat,UM_50343,14,0.15290704730933513,0.653249190372755,0.13939668272624084,0.6054125376339156
neurocombat,UM_50346,14,0.14212488383137964,0.5648216235804451,0.11130257409419723,0.7218352377349855
neurocombat,UM_50359,14,0.14619095435311152,0.5657065047268292,0.1384735598627271,0.5478862380283812
neurocombat,UM_50364,14,0.15294149458555917,0.6824336106227643,0.1418793878587545,0.6119823325469453
neurocombat,UM_50371,14,0.13214767274787298,0.4652785424382156,0.16286510721274725,0.5247416729937128
neurocombat,UM_50374,14,0.12776065249172736,0.4672543591689118,0.15878192376679032,0.47878942317722223
neurocombat,UM_50375,14,0.15927384617733306,0.7260813282738063,0.1435236537877817,0.6171540003183554
neurocombat,UM_50378,14,0.13695753188569668,0.42652366909594347,0.1795070203645165,0.4861738173651537
neurocombat,UM_50390,14,0.09340055513842906,0.27484372303570265,0.10059283117857401,0.47730077686809314
neurocombat,UM_50403,14,0.13324412420504878,0.4900879793356469,0.13082976210908603,0.40665637217371736
neurocombat,UM_50413,14,0.15597402465675983,0.6789791957585838,0.1316266503091586,0.6292154014486144
neurocombat,UM_50428,14,0.1531964006230971,0.6560918968226759,0.14447586384762853,0.5925336806484555
neurocombat,USM_50446,15,0.09480877918386253,0.29653273539518854,0.09446578144964307,0.8722367306895016
neurocombat,USM_50452,15,0.10415535037426012,0.33411620305790485,0.10534493788412572,0.7874087676223598
neurocombat,USM_50483,15,0.07939018506240961,0.2182117726013915,0.08290937942025756,0.940909171588827
neurocombat,USM_50492,15,0.1231074136202009,0.4213737795596527,0.13883199030551147,0.7516019388084666
neurocombat,USM_50503,15,0.07352012696413143,0.19819032527996341,0.0701047540400104,0.8963824803051207
neurocombat,USM_50506,15,0.05328179935640957,0.16658805315819203,0.05366097518718514,0.967956306005797
neurocombat,USM_50514,15,0.043993633209590904,0.07854624199544911,0.044340754491937126,0.8199184376566756
neurocombat,USM_50518,15,0.064476038972869,0.1021243726028555,0.06384296690201985,0.8979583730270077
neurocombat,USM_50524,15,0.11468427233972,0.11508185553680012,0.10465147080950567,1.1163163714977824
neurocombat,USM_50531,15,0.11632330115942902,0.3603112077379538,0.13007046931383467,0.8482973112754992
neurocombat,Yale_50565,16,0.12316230259825887,0.4114324351631901,0.10486255610896689,0.7067083382549265
neurocombat,Yale_50601,16,0.10305466179624015,0.39210356070052593,0.07683092719805423,0.49322827792540475
neurocombat,Yale_50611,16,0.18821678130851247,0.9443017100016442,0.180105075942131,1.0077346263599707
neurocombat,Yale_50615,16,0.1077335914998429,0.38667809735979264,0.09903461724655635,0.6045670604556768
neurocombat,Yale_50624,16,0.11177608205245666,0.39084890681635026,0.10350606213979704,0.5930784225118408
histogram_matching,CMU_50648,0,0.07940772559128269,0.14695252238130585,0.04961829900116664,0.08368764959723377
histogram_matching,CMU_50661,0,0.0919074755306931,0.19854679336710754,0.049631677772086026,0.08379457561920922
histogram_matching,Caltech_51463,1,0.11421369529930868,0.22470630790196686,0.04967592634385324,0.08356524844620151
histogram_matching,Caltech_51470,1,0.11630555351306969,0.216668258532784,0.049614965405637625,0.08360259812236276
histogram_matching,Caltech_51476,1,0.122910073553857,0.23544254620570382,0.04954302870682555,0.08355235901477316
histogram_matching,Caltech_51484,1,0.0553992488606734,0.06284908776984223,0.04957697016562923,0.08558929241964382
histogram_matching,KKI_50786,2,0.16724428491923005,0.7206605301457563,0.049661683431510055,0.08409712349938693
histogram_matching,KKI_50800,2,0.12915290697946516,0.5101627425501422,0.04966831372818507,0.08384923426940927
histogram_matching,KKI_50810,2,0.1577901079289211,0.6694823596587183,0.04967029634643823,0.08407656389638585
histogram_matching,KKI_50814,2,0.1191150032731947,0.4643080292490784,0.04969299792104407,0.08371106746762363
histogram_matching,KKI_50823,2,0.16524766679731506,0.7195642476086045,0.049623470681104585,0.08383607856544643
histogram_matching,Leuven_50690,3,0.06399692508250379,0.20794528463275397,0.04954985034904454,0.0837927497746119
histogram_matching,Leuven_50697,3,0.09062926265226275,0.28035613817320254,0.049629462225382004,0.0835863703475496
histogram_matching,Leuven_50703,3,0.08715675103193611,0.27688891627162965,0.04960986788624691,0.08368469900181022
histogram_matching,Leuven_50711,3,0.052789235068149976,0.2170144566021331,0.04956161398370104,0.08397399068429823
histogram_matching,Leuven_50732,3,0.04924546303602132,0.1572876155765248,0.049620309920279694,0.08469735431703507
histogram_matching,Leuven_50736,3,0.060741853100182354,0.18182967411247442,0.0495911378718051,0.08353713379930221
histogram_matching,Leuven_50745,3,0.05916116905268542,0.27062750500361804,0.04955590888933364,0.08382009446406116
histogram_matching,MaxMun_51332,4,0.16331540816805065,0.5421874880693327,0.049698139682834805,0.08405681238050661
histogram_matching,MaxMun_51347,4,0.02177617699687057,0.045683336989299834,0.049594850442897014,0.0834951899585528
histogram_matching,MaxMun_51357,4,0.04507710355068467,0.07320003793688085,0.049576244823013316,0.08364349495228941
histogram_matching,MaxMun_51361,4,0.04809266153155444,0.08274122801174867,0.04958014106359934,0.08342454368033171
histogram_matching,MaxMun_51370,4,0.0686199176987778,0.13611082839254537,0.04964440665214823,0.08365305307716324
histogram_matching,OHSU_50148,6,0.02429566718629471,0.0411759562674108,0.04952801326185683,0.08348691208623651
histogram_matching,OHSU_50158,6,0.07653758713614162,0.07881981921723678,0.04957624465331664,0.08361706683444897
histogram_matching,OHSU_50163,6,0.02086947313742022,0.03182721634815594,0.0496006163379795,0.08355909004809792
histogram_matching,Olin_50109,7,0.06583548465421712,0.13975279867651602,0.04958736339866037,0.08403273605343257
histogram_matching,Olin_50116,7,0.025853637064243748,0.04303268517396124,0.049556003879211545,0.08380894120599586
histogram_matching,Olin_50130,7,0.021918877899279425,0.04217078446691848,0.049555396266454124,0.08333813790515579
histogram_matching,Pitt_50016,8,0.10081624291281618,0.10310337460840704,0.049620911546831126,0.08401330951208673
histogram_matching,Pitt_50032,8,0.05176313897037841,0.07150073221513759,0.050095751210771915,0.11809621155194737
histogram_matching,Pitt_50042,8,0.06264505979041453,0.11509033058820103,0.05093925244901909,0.12844172577453583
histogram_matching,Pitt_50046,8,0.05168289529244386,0.0633925858693924,0.049533408496581506,0.08341871123283245
histogram_matching,Pitt_50055,8,0.05951834957079647,0.1336408612514534,0.0517749948202452,0.17236993544922657
histogram_matching,SBL_51562,9,0.06631105605075742,0.17889724657073594,0.04956899216788037,0.0838224001820046
histogram_matching,SBL_51570,9,0.07044939464588415,0.17795484085807936,0.04957336319887564,0.08349215896586834
histogram_matching,SBL_51575,9,0.058385604661490786,0.17656108950392244,0.04955313505719368,0.08392114799929044
histogram_matching,SDSU_50189,10,0.11968992261920423,0.3618380213253573,0.049677622898509,0.08414583375701745
histogram_matching,SDSU_50196,10,0.12775216371113468,0.37715643018031736,0.049577324400948926,0.08371575185346247
histogram_matching,SDSU_50210,10,0.050624950583893526,0.10901117442075572,0.049529337883585,0.08404711456190873
histogram_matching,Stanford_51167,11,0.07382275827197413,0.2183525064200917,0.04959540947919288,0.08340271020286195
histogram_matching,Stanford_51174,11,0.16552849943607875,0.39688921227212903,0.04960939630736391,0.08382432215066804
histogram_matching,Stanford_51188,11,0.0831800378204292,0.16167581226974442,0.04960330009138123,0.08363855865096331
histogram_matching,Stanford_51198,11,0.15259047237291995,0.47462302929166456,0.0496225384149445,0.08388338119244199
histogram_matching,Trinity_50239,12,0.05783001933009287,0.16696748571581166,0.049623211124882494,0.08391896871466734
histogram_matching,Trinity_50246,12,0.10326930691603116,0.15556527657231192,0.04960359216926755,0.08486806722994383
histogram_matching,Trinity_50262,12,0.13055778477603097,0.16827881489988739,0.04948703791031871,0.09014181679063907
histogram_matching,Trinity_51132,12,0.09214904315969195,0.15576274148682273,0.04954588925444294,0.08362876431815666
histogram_matching,Trinity_51136,12,0.05752131521990882,0.14871627951639366,0.049522688735697686,0.08393590382489514
histogram_matching,UCLA_51215,13,0.1429483688195516,0.36933165090162107,0.04957441291018205,0.0838491178204798
histogram_matching,UCLA_51221,13,0.1279075498138971,0.28699284991823154,0.04961771561865717,0.08369247046243218
histogram_matching,UCLA_51252,13,0.163003051885536,0.2678289975671629,0.049599908418472456,0.08362788172029013
histogram_matching,UCLA_51261,13,0.17045816197635558,0.48614319114580284,0.049643627692631774,0.08359745743088189
histogram_matching,UCLA_51272,13,0.14609727244988885,0.3564831307717391,0.049610962094323474,0.0837587496339222
histogram_matching,UCLA_51275,13,0.11735621570389372,0.18345145496708648,0.049629029620325574,0.08364871138909048
histogram_matching,UCLA_51291,13,0.04314586923362435,0.12764423217314017,0.04959675959676098,0.08334438027374269
histogram_matching,UCLA_51295,13,0.19655756006674566,0.3785690080926861,0.04960347459392477,0.08356211715973723
histogram_matching,UCLA_51301,13,0.15620390038968446,0.255920770157411,0.049594000001599754,0.08371987035097389
histogram_matching,UCLA_51308,13,0.16973034148117475,0.3718692307799829,0.04959976201462037,0.08379837403803404
histogram_matching,UCLA_51311,13,0.13474588819977965,0.2133517433440402,0.04963361698971092,0.08382543408324375
histogram_matching,UM_50286,14,0.13077278689755345,0.5245445398928957,0.049616340153713814,0.08368181815440977
histogram_matching,UM_50292,14,0.1323704736661856,0.5452219788468144,0.04967809692982182,0.08356140249332793
histogram_matching,UM_50324,14,0.14168290014254825,0.6054165893471178,0.04963722125726422,0.08401454933402308
histogram_matching,UM_50343,14,0.15290704730933513,0.653249190372755,0.049698980705736806,0.08398842513876263
histogram_matching,UM_50346,14,0.14212488383137964,0.5648216235804451,0.04966514396408271,0.0836680363590626
histogram_matching,UM_50359,14,0.14619095435311152,0.5657065047268292,0.04964966257495763,0.08391533317410546
histogram_matching,UM_50364,14,0.15294149458555917,0.6824336106227643,0.049678319127135814,0.08433633128047548
histogram_matching,UM_50371,14,0.13214767274787298,0.4652785424382156,0.049666414053430835,0.08392206237081928
histogram_matching,UM_50374,14,0.12776065249172736,0.4672543591689118,0.04966623058274658,0.08378605735766767
histogram_matching,UM_50375,14,0.15927384617733306,0.7260813282738063,0.04971686756811599,0.08432633192628701
histogram_matching,UM_50378,14,0.13695753188569668,0.42652366909594347,0.049690322224057254,0.08383531284903614
histogram_matching,UM_50390,14,0.09340055513842906,0.27484372303570265,0.04962989931257841,0.08410598980056598
histogram_matching,UM_50403,14,0.13324412420504878,0.4900879793356469,0.04968118285503442,0.08368953060695598
histogram_matching,UM_50413,14,0.15597402465675983,0.6789791957585838,0.04968182201962304,0.08395209815268333
histogram_matching,UM_50428,14,0.1531964006230971,0.6560918968226759,0.0497027944256309,0.08394349385827822
histogram_matching,USM_50446,15,0.09480877918386253,0.29653273539518854,0.04965909709971522,0.0837150978956848
histogram_matching,USM_50452,15,0.10415535037426012,0.33411620305790485,0.049670112879405204,0.08389312032675078
histogram_matching,USM_50483,15,0.07939018506240961,0.2182117726013915,0.04965225529248908,0.08390788498185144
histogram_matching,USM_50492,15,0.1231074136202009,0.4213737795596527,0.049580131904580736,0.08401540799711969
histogram_matching,USM_50503,15,0.07352012696413143,0.19819032527996341,0.04962852842136427,0.08373698897644574
histogram_matching,USM_50506,15,0.05328179935640957,0.16658805315819203,0.04961758024692586,0.08381915839576871
histogram_matching,USM_50514,15,0.043993633209590904,0.07854624199544911,0.049579303718539296,0.08352878376894977
histogram_matching,USM_50518,15,0.064476038972869,0.1021243726028555,0.049574846275015,0.08336370547905078
histogram_matching,USM_50524,15,0.11468427233972,0.11508185553680012,0.049566807410264396,0.08366999539119664
histogram_matching,USM_50531,15,0.11632330115942902,0.3603112077379538,0.049593826139378856,0.08360352730726014
histogram_matching,Yale_50565,16,0.12316230259825887,0.4114324351631901,0.049648988493833646,0.08364014707085775
histogram_matching,Yale_50601,16,0.10305466179624015,0.39210356070052593,0.04965358350091627,0.08395454058017958
histogram_matching,Yale_50611,16,0.18821678130851247,0.9443017100016442,0.04961595900625301,0.08549356295544991
histogram_matching,Yale_50615,16,0.1077335914998429,0.38667809735979264,0.04965517639881398,0.08402649767934137
histogram_matching,Yale_50624,16,0.11177608205245666,0.39084890681635026,0.04962611705298273,0.08359268792277198
cyclegan_tuned,CMU_50648,0,0.07940772559128269,0.14695252238130585,0.050032628999449956,0.39244625108130404
cyclegan_tuned,CMU_50661,0,0.0919074755306931,0.19854679336710754,0.06445145452151044,0.2934494913837656
cyclegan_tuned,Caltech_51463,1,0.11421369529930868,0.22470630790196686,0.019610286305026186,0.13891653108653285
cyclegan_tuned,Caltech_51470,1,0.11630555351306969,0.216668258532784,0.08561766083394536,0.2953352311488487
cyclegan_tuned,Caltech_51476,1,0.122910073553857,0.23544254620570382,0.10376312378930286,0.3138969276402083
cyclegan_tuned,Caltech_51484,1,0.0553992488606734,0.06284908776984223,0.0405483897100051,0.3453152282517575
cyclegan_tuned,KKI_50786,2,0.16724428491923005,0.7206605301457563,0.07130464479416009,0.2926416639323758
cyclegan_tuned,KKI_50800,2,0.12915290697946516,0.5101627425501422,0.07846102389903066,0.2954942444162947
cyclegan_tuned,KKI_50810,2,0.1577901079289211,0.6694823596587183,0.07113344599987022,0.2523552381811208
cyclegan_tuned,KKI_50814,2,0.1191150032731947,0.4643080292490784,0.08253109340471516,0.24704858925125497
cyclegan_tuned,KKI_50823,2,0.16524766679731506,0.7195642476086045,0.08226893760561667,0.3020717907908346
cyclegan_tuned,Leuven_50690,3,0.06399692508250379,0.20794528463275397,0.06458013681540978,0.2734712449720366
cyclegan_tuned,Leuven_50697,3,0.09062926265226275,0.28035613817320254,0.06595535557454742,0.21895048302219544
cyclegan_tuned,Leuven_50703,3,0.08715675103193611,0.27688891627162965,0.0653899576824644,0.23015339537194127
cyclegan_tuned,Leuven_50711,3,0.052789235068149976,0.2170144566021331,0.0746549737922082,0.2747557802450252
cyclegan_tuned,Leuven_50732,3,0.04924546303602132,0.1572876155765248,0.06765239051566263,0.26984923176289866
cyclegan_tuned,Leuven_50736,3,0.060741853100182354,0.18182967411247442,0.058048431154952104,0.2383173561097671
cyclegan_tuned,Leuven_50745,3,0.05916116905268542,0.27062750500361804,0.08469216175945533,0.301067705085897
cyclegan_tuned,MaxMun_51332,4,0.16331540816805065,0.5421874880693327,0.11973380671057092,0.3902815042641994
cyclegan_tuned,MaxMun_51347,4,0.02177617699687057,0.045683336989299834,0.02611899752097957,0.20397996595316942
cyclegan_tuned,MaxMun_51357,4,0.04507710355068467,0.07320003793688085,0.020984924765691797,0.35071661224546624
cyclegan_tuned,MaxMun_51361,4,0.04809266153155444,0.08274122801174867,0.019578435733959156,0.4694887106648235
cyclegan_tuned,MaxMun_51370,4,0.0686199176987778,0.13611082839254537,0.02688475714457463,0.33209755344502095
cyclegan_tuned,OHSU_50148,6,0.02429566718629471,0.0411759562674108,0.041755028243897443,0.23712895243477963
cyclegan_tuned,OHSU_50158,6,0.07653758713614162,0.07881981921723678,0.061564143373028755,0.14571909975818362
cyclegan_tuned,OHSU_50163,6,0.02086947313742022,0.03182721634815594,0.03292997806866968,0.23549997564984992
cyclegan_tuned,Olin_50109,7,0.06583548465421712,0.13975279867651602,0.03831728601029425,0.13129145258715486
cyclegan_tuned,Olin_50116,7,0.025853637064243748,0.04303268517396124,0.020174426336753266,0.13980300832760245
cyclegan_tuned,Olin_50130,7,0.021918877899279425,0.04217078446691848,0.014201215603442128,0.1541494403431549
cyclegan_tuned,Pitt_50016,8,0.10081624291281618,0.10310337460840704,0.08394457101957742,0.1864764910774481
cyclegan_tuned,Pitt_50032,8,0.05176313897037841,0.07150073221513759,0.033833409628758256,0.17623977722367926
cyclegan_tuned,Pitt_50042,8,0.06264505979041453,0.11509033058820103,0.04893821812308132,0.18873915494166632
cyclegan_tuned,Pitt_50046,8,0.05168289529244386,0.0633925858693924,0.03861084081664634,0.1546025121461832
cyclegan_tuned,Pitt_50055,8,0.05951834957079647,0.1336408612514534,0.03626313755919724,0.1913546594234727
cyclegan_tuned,SBL_51562,9,0.06631105605075742,0.17889724657073594,0.106762069186043,0.23783455599189485
cyclegan_tuned,SBL_51570,9,0.07044939464588415,0.17795484085807936,0.10089454463480826,0.2207551087153814
cyclegan_tuned,SBL_51575,9,0.058385604661490786,0.17656108950392244,0.10101579557856304,0.24012529218851367
cyclegan_tuned,SDSU_50189,10,0.11968992261920423,0.3618380213253573,0.06301611868805629,0.187890823525426
cyclegan_tuned,SDSU_50196,10,0.12775216371113468,0.37715643018031736,0.052092611525754465,0.17103040648536622
cyclegan_tuned,SDSU_50210,10,0.050624950583893526,0.10901117442075572,0.040011670217702335,0.12273763155085309
cyclegan_tuned,Stanford_51167,11,0.07382275827197413,0.2183525064200917,0.03163784250733767,0.349157546176701
cyclegan_tuned,Stanford_51174,11,0.16552849943607875,0.39688921227212903,0.06359305200961234,0.3330104977654125
cyclegan_tuned,Stanford_51188,11,0.0831800378204292,0.16167581226974442,0.038809065700030995,0.24545475681008636
cyclegan_tuned,Stanford_51198,11,0.15259047237291995,0.47462302929166456,0.06189922916882194,0.30659722894748853
cyclegan_tuned,Trinity_50239,12,0.05783001933009287,0.16696748571581166,0.04898174786998479,0.17342149615679234
cyclegan_tuned,Trinity_50246,12,0.10326930691603116,0.15556527657231192,0.049373813244242504,0.34134990455327835
cyclegan_tuned,Trinity_50262,12,0.13055778477603097,0.16827881489988739,0.08338958547319203,0.3300463978820547
cyclegan_tuned,Trinity_51132,12,0.09214904315969195,0.15576274148682273,0.05370760732417025,0.31272599280915825
cyclegan_tuned,Trinity_51136,12,0.05752131521990882,0.14871627951639366,0.03888443798578813,0.30936200719521934
cyclegan_tuned,UCLA_51215,13,0.1429483688195516,0.36933165090162107,0.06553680357770579,0.1820007145523483
cyclegan_tuned,UCLA_51221,13,0.1279075498138971,0.28699284991823154,0.04583743121761751,0.250139898718252
cyclegan_tuned,UCLA_51252,13,0.163003051885536,0.2678289975671629,0.08049862259462512,0.16787515680172668
cyclegan_tuned,UCLA_51261,13,0.17045816197635558,0.48614319114580284,0.06551771519637069,0.13309891845080504
cyclegan_tuned,UCLA_51272,13,0.14609727244988885,0.3564831307717391,0.06088445302071145,0.1396897992459426
cyclegan_tuned,UCLA_51275,13,0.11735621570389372,0.18345145496708648,0.05526838309508018,0.13552657229101142
cyclegan_tuned,UCLA_51291,13,0.04314586923362435,0.12764423217314017,0.0189340650742433,0.19620391987614297
cyclegan_tuned,UCLA_51295,13,0.19655756006674566,0.3785690080926861,0.10297844602997637,0.2485347079090973
cyclegan_tuned,UCLA_51301,13,0.15620390038968446,0.255920770157411,0.08018952354192697,0.15527923438702687
cyclegan_tuned,UCLA_51308,13,0.16973034148117475,0.3718692307799829,0.08552368892614891,0.17328888424698496
cyclegan_tuned,UCLA_51311,13,0.13474588819977965,0.2133517433440402,0.05830556084893282,0.09146201789708708
cyclegan_tuned,UM_50286,14,0.13077278689755345,0.5245445398928957,0.08179638776159956,0.3254753418598984
cyclegan_tuned,UM_50292,14,0.1323704736661856,0.5452219788468144,0.11793569580494584,0.28762254175170443
cyclegan_tuned,UM_50324,14,0.14168290014254825,0.6054165893471178,0.11350512229667747,0.28906813234676826
cyclegan_tuned,UM_50343,14,0.15290704730933513,0.653249190372755,0.11684988639462697,0.2687985218506793
cyclegan_tuned,UM_50346,14,0.14212488383137964,0.5648216235804451,0.09678954578808503,0.2967084898704088
cyclegan_tuned,UM_50359,14,0.14619095435311152,0.5657065047268292,0.11605915448917901,0.2385572220555356
cyclegan_tuned,UM_50364,14,0.15294149458555917,0.6824336106227643,0.11642869973788748,0.2634788164772425
cyclegan_tuned,UM_50371,14,0.13214767274787298,0.4652785424382156,0.13366838248245677,0.2650787272402359
cyclegan_tuned,UM_50374,14,0.12776065249172736,0.4672543591689118,0.13954080837242783,0.2875888676522926
cyclegan_tuned,UM_50375,14,0.15927384617733306,0.7260813282738063,0.12415775904347347,0.27323650272815686
cyclegan_tuned,UM_50378,14,0.13695753188569668,0.42652366909594347,0.1336617683415227,0.2896439468082134
cyclegan_tuned,UM_50390,14,0.09340055513842906,0.27484372303570265,0.08409415762986723,0.20724682210978781
cyclegan_tuned,UM_50403,14,0.13324412420504878,0.4900879793356469,0.08735311748308716,0.23878097572890863
cyclegan_tuned,UM_50413,14,0.15597402465675983,0.6789791957585838,0.08300108277756535,0.2633910695694195
cyclegan_tuned,UM_50428,14,0.1531964006230971,0.6560918968226759,0.12595699146738407,0.26507008818738326
cyclegan_tuned,USM_50446,15,0.09480877918386253,0.29653273539518854,0.049053289227005636,0.2619735959368719
cyclegan_tuned,USM_50452,15,0.10415535037426012,0.33411620305790485,0.06640104134270658,0.2903418695914945
cyclegan_tuned,USM_50483,15,0.07939018506240961,0.2182117726013915,0.04241602179392832,0.22531124284450998
cyclegan_tuned,USM_50492,15,0.1231074136202009,0.4213737795596527,0.06372890551217522,0.23906056591767735
cyclegan_tuned,USM_50503,15,0.07352012696413143,0.19819032527996341,0.03390136903861403,0.1281513986237014
cyclegan_tuned,USM_50506,15,0.05328179935640957,0.16658805315819203,0.01035472311853199,0.36298449662135485
cyclegan_tuned,USM_50514,15,0.043993633209590904,0.07854624199544911,0.023952993275614873,0.26507521765325776
cyclegan_tuned,USM_50518,15,0.064476038972869,0.1021243726028555,0.03503673691730935,0.3204985183417655
