subject_id,site,scan_label,t1_path,size_bytes
Caltech_51484,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51484/scans/anat/resources/NIfTI/files/mprage.nii.gz,6048964
Caltech_51485,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51485/scans/anat/resources/NIfTI/files/mprage.nii.gz,6775656
Caltech_51486,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51486/scans/anat/resources/NIfTI/files/mprage.nii.gz,6585782
Caltech_51487,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51487/scans/anat/resources/NIfTI/files/mprage.nii.gz,5695572
Caltech_51488,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51488/scans/anat/resources/NIfTI/files/mprage.nii.gz,5398489
Caltech_51489,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51489/scans/anat/resources/NIfTI/files/mprage.nii.gz,6507530
Caltech_51490,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51490/scans/anat/resources/NIfTI/files/mprage.nii.gz,6116289
Caltech_51491,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51491/scans/anat/resources/NIfTI/files/mprage.nii.gz,5871823
Caltech_51492,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51492/scans/anat/resources/NIfTI/files/mprage.nii.gz,6714957
Caltech_51493,Caltech,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Caltech_51493/scans/anat/resources/NIfTI/files/mprage.nii.gz,5772818
KKI_50772,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50772/scans/anat/resources/NIfTI/files/mprage.nii.gz,5001450
KKI_50773,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50773/scans/anat/resources/NIfTI/files/mprage.nii.gz,4507317
KKI_50774,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50774/scans/anat/resources/NIfTI/files/mprage.nii.gz,4670870
KKI_50775,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50775/scans/anat/resources/NIfTI/files/mprage.nii.gz,5505340
KKI_50776,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50776/scans/anat/resources/NIfTI/files/mprage.nii.gz,4536619
KKI_50777,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50777/scans/anat/resources/NIfTI/files/mprage.nii.gz,4427566
KKI_50778,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50778/scans/anat/resources/NIfTI/files/mprage.nii.gz,3870247
KKI_50779,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50779/scans/anat/resources/NIfTI/files/mprage.nii.gz,4470743
KKI_50780,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50780/scans/anat/resources/NIfTI/files/mprage.nii.gz,4394708
KKI_50781,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50781/scans/anat/resources/NIfTI/files/mprage.nii.gz,4564071
KKI_50782,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50782/scans/anat/resources/NIfTI/files/mprage.nii.gz,3940595
KKI_50783,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50783/scans/anat/resources/NIfTI/files/mprage.nii.gz,4133003
KKI_50784,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50784/scans/anat/resources/NIfTI/files/mprage.nii.gz,3740249
KKI_50785,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50785/scans/anat/resources/NIfTI/files/mprage.nii.gz,4278786
KKI_50786,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50786/scans/anat/resources/NIfTI/files/mprage.nii.gz,4501928
KKI_50787,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50787/scans/anat/resources/NIfTI/files/mprage.nii.gz,4677987
KKI_50788,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50788/scans/anat/resources/NIfTI/files/mprage.nii.gz,4486655
KKI_50789,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50789/scans/anat/resources/NIfTI/files/mprage.nii.gz,4671281
KKI_50790,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50790/scans/anat/resources/NIfTI/files/mprage.nii.gz,4555439
KKI_50791,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50791/scans/anat/resources/NIfTI/files/mprage.nii.gz,5324435
KKI_50792,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50792/scans/anat/resources/NIfTI/files/mprage.nii.gz,4959524
KKI_50793,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50793/scans/anat/resources/NIfTI/files/mprage.nii.gz,4175067
KKI_50794,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50794/scans/anat/resources/NIfTI/files/mprage.nii.gz,4453189
KKI_50795,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50795/scans/anat/resources/NIfTI/files/mprage.nii.gz,4660110
KKI_50796,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50796/scans/anat/resources/NIfTI/files/mprage.nii.gz,5753460
KKI_50797,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50797/scans/anat/resources/NIfTI/files/mprage.nii.gz,4966646
KKI_50798,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50798/scans/anat/resources/NIfTI/files/mprage.nii.gz,5032537
KKI_50799,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50799/scans/anat/resources/NIfTI/files/mprage.nii.gz,5360374
KKI_50800,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50800/scans/anat/resources/NIfTI/files/mprage.nii.gz,5693352
KKI_50801,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50801/scans/anat/resources/NIfTI/files/mprage.nii.gz,4333880
KKI_50802,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50802/scans/anat/resources/NIfTI/files/mprage.nii.gz,4343939
KKI_50803,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50803/scans/anat/resources/NIfTI/files/mprage.nii.gz,4810230
KKI_50804,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50804/scans/anat/resources/NIfTI/files/mprage.nii.gz,4899074
KKI_50805,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50805/scans/anat/resources/NIfTI/files/mprage.nii.gz,4990764
KKI_50806,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50806/scans/anat/resources/NIfTI/files/mprage.nii.gz,4184416
KKI_50807,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50807/scans/anat/resources/NIfTI/files/mprage.nii.gz,5210267
KKI_50808,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50808/scans/anat/resources/NIfTI/files/mprage.nii.gz,4906520
KKI_50809,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50809/scans/anat/resources/NIfTI/files/mprage.nii.gz,5518742
KKI_50810,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50810/scans/anat/resources/NIfTI/files/mprage.nii.gz,4618859
KKI_50811,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50811/scans/anat/resources/NIfTI/files/mprage.nii.gz,5237337
KKI_50812,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50812/scans/anat/resources/NIfTI/files/mprage.nii.gz,4504412
KKI_50813,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50813/scans/anat/resources/NIfTI/files/mprage.nii.gz,4137988
KKI_50814,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50814/scans/anat/resources/NIfTI/files/mprage.nii.gz,4920343
KKI_50815,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50815/scans/anat/resources/NIfTI/files/mprage.nii.gz,5173940
KKI_50816,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50816/scans/anat/resources/NIfTI/files/mprage.nii.gz,5160970
KKI_50817,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50817/scans/anat/resources/NIfTI/files/mprage.nii.gz,4655247
KKI_50818,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50818/scans/anat/resources/NIfTI/files/mprage.nii.gz,2209481
KKI_50819,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50819/scans/anat/resources/NIfTI/files/mprage.nii.gz,5079851
KKI_50820,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50820/scans/anat/resources/NIfTI/files/mprage.nii.gz,4541349
KKI_50821,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50821/scans/anat/resources/NIfTI/files/mprage.nii.gz,4735446
KKI_50822,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50822/scans/anat/resources/NIfTI/files/mprage.nii.gz,4472419
KKI_50823,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50823/scans/anat/resources/NIfTI/files/mprage.nii.gz,5050822
KKI_50824,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50824/scans/anat/resources/NIfTI/files/mprage.nii.gz,5205678
KKI_50825,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50825/scans/anat/resources/NIfTI/files/mprage.nii.gz,5217281
KKI_50826,KKI,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/KKI_50826/scans/anat/resources/NIfTI/files/mprage.nii.gz,5107614
Leuven_50682,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50682/scans/anat/resources/NIfTI/files/mprage.nii.gz,5873726
Leuven_50683,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50683/scans/anat/resources/NIfTI/files/mprage.nii.gz,5858409
Leuven_50685,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50685/scans/anat/resources/NIfTI/files/mprage.nii.gz,6483641
Leuven_50686,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50686/scans/anat/resources/NIfTI/files/mprage.nii.gz,5473969
Leuven_50687,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50687/scans/anat/resources/NIfTI/files/mprage.nii.gz,5835006
Leuven_50688,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50688/scans/anat/resources/NIfTI/files/mprage.nii.gz,6383660
Leuven_50689,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50689/scans/anat/resources/NIfTI/files/mprage.nii.gz,5686023
Leuven_50690,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50690/scans/anat/resources/NIfTI/files/mprage.nii.gz,5263367
Leuven_50691,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50691/scans/anat/resources/NIfTI/files/mprage.nii.gz,5755373
Leuven_50692,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50692/scans/anat/resources/NIfTI/files/mprage.nii.gz,6266400
Leuven_50693,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50693/scans/anat/resources/NIfTI/files/mprage.nii.gz,5986294
Leuven_50694,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50694/scans/anat/resources/NIfTI/files/mprage.nii.gz,6109193
Leuven_50695,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50695/scans/anat/resources/NIfTI/files/mprage.nii.gz,5811620
Leuven_50696,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50696/scans/anat/resources/NIfTI/files/mprage.nii.gz,5574764
Leuven_50697,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50697/scans/anat/resources/NIfTI/files/mprage.nii.gz,6451241
Leuven_50698,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50698/scans/anat/resources/NIfTI/files/mprage.nii.gz,5805799
Leuven_50699,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50699/scans/anat/resources/NIfTI/files/mprage.nii.gz,5622506
Leuven_50700,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50700/scans/anat/resources/NIfTI/files/mprage.nii.gz,5684668
Leuven_50701,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50701/scans/anat/resources/NIfTI/files/mprage.nii.gz,5342724
Leuven_50702,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50702/scans/anat/resources/NIfTI/files/mprage.nii.gz,5859257
Leuven_50703,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50703/scans/anat/resources/NIfTI/files/mprage.nii.gz,6212057
Leuven_50704,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50704/scans/anat/resources/NIfTI/files/mprage.nii.gz,6175760
Leuven_50705,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50705/scans/anat/resources/NIfTI/files/mprage.nii.gz,5726565
Leuven_50706,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50706/scans/anat/resources/NIfTI/files/mprage.nii.gz,5562268
Leuven_50707,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50707/scans/anat/resources/NIfTI/files/mprage.nii.gz,5471929
Leuven_50708,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50708/scans/anat/resources/NIfTI/files/mprage.nii.gz,5523014
Leuven_50709,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50709/scans/anat/resources/NIfTI/files/mprage.nii.gz,6061725
Leuven_50710,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50710/scans/anat/resources/NIfTI/files/mprage.nii.gz,5601794
Leuven_50711,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50711/scans/anat/resources/NIfTI/files/mprage.nii.gz,5181729
Leuven_50722,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50722/scans/anat/resources/NIfTI/files/mprage.nii.gz,5311429
Leuven_50723,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50723/scans/anat/resources/NIfTI/files/mprage.nii.gz,5222176
Leuven_50724,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50724/scans/anat/resources/NIfTI/files/mprage.nii.gz,5802177
Leuven_50725,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50725/scans/anat/resources/NIfTI/files/mprage.nii.gz,5538690
Leuven_50726,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50726/scans/anat/resources/NIfTI/files/mprage.nii.gz,6064150
Leuven_50727,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50727/scans/anat/resources/NIfTI/files/mprage.nii.gz,4853533
Leuven_50728,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50728/scans/anat/resources/NIfTI/files/mprage.nii.gz,4875166
Leuven_50730,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50730/scans/anat/resources/NIfTI/files/mprage.nii.gz,5180565
Leuven_50731,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50731/scans/anat/resources/NIfTI/files/mprage.nii.gz,5801118
Leuven_50732,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50732/scans/anat/resources/NIfTI/files/mprage.nii.gz,5554302
Leuven_50733,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50733/scans/anat/resources/NIfTI/files/mprage.nii.gz,5187443
Leuven_50734,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50734/scans/anat/resources/NIfTI/files/mprage.nii.gz,4838688
Leuven_50735,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50735/scans/anat/resources/NIfTI/files/mprage.nii.gz,4467056
Leuven_50736,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50736/scans/anat/resources/NIfTI/files/mprage.nii.gz,4557765
Leuven_50737,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50737/scans/anat/resources/NIfTI/files/mprage.nii.gz,5971010
Leuven_50738,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50738/scans/anat/resources/NIfTI/files/mprage.nii.gz,4968695
Leuven_50739,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50739/scans/anat/resources/NIfTI/files/mprage.nii.gz,5732891
Leuven_50740,Leuven,anat,/Users/apple/PycharmProjects/HarmonIt/data/ABIDE/Leuven_50740/scans/anat/resources/NIfTI/files/mprage.nii.gz,4943225
