row_idx,subject_id,site_id,slice_idx,split
75,KKI_50802,2,125,train
76,KKI_50803,2,125,train
77,KKI_50804,2,105,train
78,KKI_50805,2,105,train
79,KKI_50806,2,124,train
80,KKI_50807,2,105,train
81,KKI_50808,2,129,train
82,KKI_50809,2,105,train
83,KKI_50811,2,105,train
84,KKI_50812,2,103,train
85,KKI_50813,2,125,train
86,KKI_50815,2,124,train
87,KKI_50816,2,104,train
88,KKI_50817,2,130,train
89,KKI_50818,2,150,train
90,KKI_50819,2,124,train
91,KKI_50820,2,127,train
92,KKI_50821,2,124,train
93,KKI_50822,2,125,train
94,KKI_50824,2,124,train
95,KKI_50825,2,124,train
96,Leuven_50682,3,125,train
97,Leuven_50683,3,128,train
98,Leuven_50685,3,124,train
99,Leuven_50686,3,126,train
100,Leuven_50687,3,150,train
101,Leuven_50688,3,129,train
102,Leuven_50689,3,150,train
103,Leuven_50691,3,150,train
104,Leuven_50692,3,130,train
105,Leuven_50694,3,150,train
106,Leuven_50695,3,130,train
107,Leuven_50696,3,150,train
108,Leuven_50698,3,150,train
109,Leuven_50699,3,129,train
110,Leuven_50700,3,130,train
111,Leuven_50702,3,152,train
112,Leuven_50704,3,152,train
113,Leuven_50707,3,128,train
114,Leuven_50708,3,129,train
115,Leuven_50709,3,150,train
116,Leuven_50710,3,127,train
117,Leuven_50722,3,154,train
118,Leuven_50723,3,151,train
119,Leuven_50724,3,155,train
120,Leuven_50725,3,130,train
121,Leuven_50726,3,150,train
122,Leuven_50727,3,151,train
123,Leuven_50728,3,129,train
124,Leuven_50730,3,130,train
125,Leuven_50731,3,124,train
126,Leuven_50733,3,150,train
127,Leuven_50734,3,150,train
128,Leuven_50735,3,156,train
129,Leuven_50737,3,152,train
130,Leuven_50738,3,154,train
131,Leuven_50739,3,150,train
132,Leuven_50740,3,156,train
133,Leuven_50741,3,150,train
134,Leuven_50742,3,150,train
135,Leuven_50743,3,129,train
136,Leuven_50744,3,156,train
137,Leuven_50746,3,130,train
138,Leuven_50748,3,124,train
139,Leuven_50749,3,152,train
140,Leuven_50750,3,130,train
141,Leuven_50751,3,150,train
142,Leuven_50752,3,129,train
143,Leuven_50753,3,153,train
144,Leuven_50754,3,130,train
145,Leuven_50755,3,130,train
146,Leuven_50756,3,151,train
147,MaxMun_51318,4,153,train
148,MaxMun_51319,4,130,train
149,MaxMun_51320,4,150,train
150,MaxMun_51321,4,151,train
151,MaxMun_51322,4,154,train
152,MaxMun_51323,4,150,train
153,MaxMun_51324,4,58,train
154,MaxMun_51326,4,150,train
155,MaxMun_51327,4,150,train
156,MaxMun_51329,4,151,train
157,MaxMun_51330,4,152,train
158,MaxMun_51331,4,125,train
159,MaxMun_51333,4,151,train
160,MaxMun_51334,4,127,train
161,MaxMun_51335,4,150,train
162,MaxMun_51338,4,152,train
163,MaxMun_51340,4,152,train
164,MaxMun_51342,4,130,train
165,MaxMun_51343,4,150,train
166,MaxMun_51344,4,150,train
167,MaxMun_51345,4,150,train
168,MaxMun_51346,4,150,train
169,MaxMun_51348,4,126,train
170,MaxMun_51349,4,129,train
171,MaxMun_51350,4,129,train
172,MaxMun_51351,4,125,train
173,MaxMun_51352,4,99,train
174,MaxMun_51353,4,151,train
175,MaxMun_51354,4,150,train
176,MaxMun_51355,4,125,train
177,MaxMun_51356,4,128,train
178,MaxMun_51358,4,124,train
179,MaxMun_51359,4,125,train
180,MaxMun_51360,4,130,train
181,MaxMun_51362,4,155,train
182,MaxMun_51363,4,150,train
183,MaxMun_51364,4,151,train
184,MaxMun_51365,4,154,train
185,MaxMun_51366,4,150,train
186,MaxMun_51367,4,125,train
187,MaxMun_51368,4,150,train
188,MaxMun_51369,4,127,train
189,MaxMun_51371,4,150,train
190,MaxMun_51372,4,129,train
191,MaxMun_51373,4,130,train
192,MaxMun_51606,4,153,train
193,NYU_50952,5,100,train
194,NYU_50954,5,105,train
195,NYU_50955,5,103,train
196,NYU_50956,5,124,train
197,NYU_50957,5,126,train
198,NYU_50958,5,150,train
199,NYU_50959,5,130,train
200,NYU_50960,5,105,train
201,NYU_50961,5,130,train
202,NYU_50962,5,125,train
203,NYU_50964,5,104,train
204,NYU_50965,5,124,train
205,NYU_50966,5,105,train
206,NYU_50968,5,128,train
207,NYU_50969,5,104,train
208,NYU_50970,5,101,train
209,NYU_50971,5,124,train
210,NYU_50972,5,124,train
211,NYU_50975,5,124,train
212,NYU_50976,5,128,train
213,NYU_50977,5,152,train
214,NYU_50978,5,101,train
215,NYU_50979,5,124,train
216,NYU_50980,5,124,train
217,NYU_50981,5,104,train
218,NYU_50982,5,124,train
219,NYU_50983,5,129,train
220,NYU_50984,5,100,train
221,NYU_50985,5,100,train
222,NYU_50986,5,124,train
223,NYU_50987,5,124,train
224,NYU_50988,5,105,train
225,NYU_50989,5,124,train
226,NYU_50991,5,105,train
227,NYU_50992,5,124,train
228,NYU_50993,5,100,train
229,NYU_50994,5,99,train
230,NYU_50995,5,124,train
231,NYU_50996,5,124,train
232,NYU_50997,5,125,train
233,NYU_50998,5,100,train
234,NYU_50999,5,124,train
235,NYU_51000,5,124,train
236,NYU_51002,5,130,train
237,NYU_51006,5,105,train
238,NYU_51008,5,100,train
239,NYU_51010,5,129,train
240,NYU_51011,5,125,train
241,NYU_51014,5,100,train
242,NYU_51015,5,102,train
243,NYU_51016,5,151,train
244,NYU_51017,5,104,train
245,NYU_51019,5,125,train
246,NYU_51020,5,127,train
247,NYU_51021,5,103,train
248,NYU_51023,5,105,train
249,NYU_51024,5,124,train
250,NYU_51025,5,130,train
251,NYU_51026,5,125,train
252,NYU_51028,5,150,train
253,NYU_51029,5,124,train
254,NYU_51032,5,124,train
255,NYU_51033,5,99,train
256,NYU_51034,5,125,train
257,NYU_51035,5,105,train
258,NYU_51036,5,104,train
259,NYU_51038,5,105,train
260,NYU_51039,5,124,train
261,NYU_51040,5,124,train
262,NYU_51041,5,105,train
263,NYU_51042,5,104,train
264,NYU_51044,5,100,train
265,NYU_51045,5,126,train
266,NYU_51048,5,124,train
267,NYU_51049,5,103,train
268,NYU_51050,5,105,train
269,NYU_51052,5,124,train
270,NYU_51053,5,126,train
271,NYU_51054,5,130,train
272,NYU_51055,5,127,train
273,NYU_51056,5,100,train
274,NYU_51057,5,102,train
275,NYU_51059,5,124,train
276,NYU_51060,5,125,train
277,NYU_51063,5,105,train
278,NYU_51064,5,127,train
279,NYU_51067,5,130,train
280,NYU_51068,5,126,train
281,NYU_51069,5,101,train
282,NYU_51070,5,104,train
283,NYU_51071,5,124,train
284,NYU_51072,5,105,train
285,NYU_51073,5,104,train
286,NYU_51074,5,99,train
287,NYU_51076,5,102,train
288,NYU_51077,5,124,train
289,NYU_51078,5,105,train
290,NYU_51079,5,105,train
291,NYU_51081,5,125,train
292,NYU_51082,5,128,train
293,NYU_51083,5,104,train
294,NYU_51084,5,126,train
295,NYU_51085,5,130,train
296,NYU_51086,5,130,train
297,NYU_51087,5,124,train
298,NYU_51090,5,127,train
299,NYU_51091,5,105,train
300,NYU_51093,5,104,train
301,NYU_51095,5,100,train
302,NYU_51096,5,130,train
303,NYU_51097,5,124,train
304,NYU_51098,5,128,train
305,NYU_51099,5,130,train
306,NYU_51100,5,124,train
307,NYU_51101,5,125,train
308,NYU_51102,5,124,train
309,NYU_51103,5,125,train
310,NYU_51104,5,124,train
311,NYU_51105,5,150,train
312,NYU_51106,5,126,train
313,NYU_51107,5,126,train
314,NYU_51108,5,105,train
315,NYU_51110,5,130,train
316,NYU_51112,5,102,train
317,NYU_51114,5,129,train
318,NYU_51115,5,152,train
319,NYU_51116,5,124,train
320,NYU_51118,5,127,train
321,NYU_51119,5,130,train
322,NYU_51120,5,102,train
323,NYU_51121,5,104,train
324,NYU_51122,5,128,train
325,NYU_51123,5,100,train
326,NYU_51124,5,129,train
327,NYU_51125,5,102,train
328,NYU_51126,5,124,train
329,NYU_51127,5,124,train
330,NYU_51129,5,124,train
331,NYU_51130,5,127,train
332,NYU_51131,5,125,train
333,NYU_51146,5,104,train
334,NYU_51148,5,124,train
335,NYU_51149,5,128,train
336,NYU_51150,5,124,train
337,NYU_51152,5,130,train
338,NYU_51155,5,124,train
339,NYU_51156,5,124,train
340,OHSU_50142,6,76,train
341,OHSU_50143,6,81,train
342,OHSU_50144,6,82,train
343,OHSU_50145,6,76,train
344,OHSU_50146,6,82,train
345,OHSU_50147,6,78,train
346,OHSU_50150,6,78,train
347,OHSU_50152,6,96,train
348,OHSU_50155,6,76,train
349,OHSU_50156,6,76,train
350,OHSU_50157,6,82,train
351,OHSU_50159,6,97,train
352,OHSU_50160,6,82,train
353,OHSU_50161,6,76,train
354,OHSU_50162,6,77,train
355,OHSU_50165,6,76,train
356,OHSU_50166,6,76,train
357,OHSU_50167,6,98,train
358,OHSU_50168,6,78,train
359,OHSU_50169,6,76,train
360,OHSU_50170,6,82,train
361,OHSU_50171,6,76,train
362,Olin_50102,7,90,train
363,Olin_50103,7,85,train
364,Olin_50104,7,85,train
365,Olin_50105,7,102,train
366,Olin_50106,7,88,train
367,Olin_50107,7,67,train
368,Olin_50110,7,84,train
369,Olin_50111,7,85,train
370,Olin_50112,7,84,train
371,Olin_50113,7,84,train
372,Olin_50114,7,89,train
373,Olin_50115,7,84,train
374,Olin_50117,7,87,train
375,Olin_50118,7,102,train
376,Olin_50119,7,73,train
377,Olin_50121,7,87,train
378,Olin_50123,7,85,train
379,Olin_50124,7,84,train
380,Olin_50125,7,73,train
381,Olin_50126,7,86,train
382,Olin_50128,7,71,train
383,Olin_50129,7,85,train
384,Olin_50131,7,73,train
385,Olin_50132,7,102,train
386,Olin_50133,7,90,train
387,Olin_50134,7,86,train
388,Olin_50135,7,69,train
389,Olin_50136,7,73,train
390,Olin_50137,7,90,train
391,Pitt_50002,8,156,train
392,Pitt_50003,8,156,train
393,Pitt_50004,8,130,train
394,Pitt_50005,8,130,train
395,Pitt_50006,8,130,train
396,Pitt_50007,8,150,train
397,Pitt_50008,8,150,train
398,Pitt_50010,8,150,train
399,Pitt_50011,8,156,train
400,Pitt_50013,8,150,train
401,Pitt_50014,8,124,train
402,Pitt_50015,8,150,train
403,Pitt_50017,8,151,train
404,Pitt_50019,8,155,train
405,Pitt_50020,8,156,train
406,Pitt_50023,8,130,train
407,Pitt_50025,8,130,train
408,Pitt_50027,8,130,train
409,Pitt_50028,8,150,train
410,Pitt_50029,8,150,train
411,Pitt_50030,8,152,train
412,Pitt_50031,8,150,train
413,Pitt_50033,8,150,train
414,Pitt_50034,8,150,train
415,Pitt_50035,8,125,train
416,Pitt_50036,8,150,train
417,Pitt_50037,8,153,train
418,Pitt_50038,8,150,train
419,Pitt_50039,8,150,train
420,Pitt_50040,8,151,train
421,Pitt_50041,8,102,train
422,Pitt_50043,8,155,train
423,Pitt_50044,8,150,train
424,Pitt_50045,8,130,train
425,Pitt_50047,8,156,train
426,Pitt_50048,8,130,train
427,Pitt_50049,8,130,train
428,Pitt_50050,8,150,train
429,Pitt_50051,8,130,train
430,Pitt_50052,8,101,train
431,Pitt_50053,8,102,train
432,Pitt_50054,8,150,train
433,Pitt_50056,8,150,train
434,Pitt_50057,8,130,train
435,Pitt_50058,8,156,train
436,Pitt_50059,8,150,train
437,SBL_51556,9,64,train
438,SBL_51557,9,70,train
439,SBL_51558,9,64,train
440,SBL_51559,9,64,train
441,SBL_51560,9,66,train
442,SBL_51561,9,69,train
443,SBL_51564,9,70,train
444,SBL_51565,9,64,train
445,SBL_51567,9,64,train
446,SBL_51568,9,64,train
447,SBL_51569,9,64,train
448,SBL_51571,9,64,train
449,SBL_51572,9,64,train
450,SBL_51573,9,65,train
451,SBL_51574,9,69,train
452,SBL_51577,9,65,train
453,SBL_51578,9,64,train
454,SBL_51579,9,64,train
455,SBL_51580,9,64,train
456,SBL_51581,9,65,train
457,SBL_51582,9,65,train
458,SBL_51583,9,64,train
459,SBL_51584,9,65,train
460,SBL_51585,9,66,train
461,SDSU_50182,10,130,train
462,SDSU_50183,10,150,train
463,SDSU_50184,10,130,train
464,SDSU_50185,10,153,train
465,SDSU_50186,10,151,train
466,SDSU_50187,10,154,train
467,SDSU_50190,10,150,train
468,SDSU_50191,10,156,train
469,SDSU_50192,10,124,train
470,SDSU_50193,10,156,train
471,SDSU_50194,10,151,train
472,SDSU_50195,10,154,train
473,SDSU_50197,10,129,train
474,SDSU_50198,10,150,train
475,SDSU_50199,10,130,train
476,SDSU_50201,10,150,train
477,SDSU_50203,10,152,train
478,SDSU_50204,10,152,train
479,SDSU_50205,10,151,train
480,SDSU_50206,10,150,train
481,SDSU_50208,10,130,train
482,SDSU_50209,10,150,train
483,SDSU_50211,10,156,train
484,SDSU_50212,10,150,train
485,SDSU_50213,10,153,train
486,SDSU_50214,10,150,train
487,SDSU_50215,10,155,train
488,SDSU_50216,10,130,train
489,SDSU_50217,10,150,train
490,Stanford_51160,11,130,train
491,Stanford_51161,11,104,train
492,Stanford_51162,11,124,train
493,Stanford_51163,11,105,train
494,Stanford_51164,11,126,train
495,Stanford_51165,11,128,train
496,Stanford_51166,11,127,train
497,Stanford_51168,11,99,train
498,Stanford_51169,11,129,train
499,Stanford_51171,11,99,train
500,Stanford_51172,11,127,train
501,Stanford_51173,11,130,train
502,Stanford_51175,11,104,train
503,Stanford_51176,11,129,train
504,Stanford_51177,11,127,train
505,Stanford_51179,11,124,train
506,Stanford_51181,11,153,train
507,Stanford_51183,11,150,train
508,Stanford_51184,11,124,train
509,Stanford_51185,11,154,train
510,Stanford_51186,11,127,train
511,Stanford_51187,11,152,train
512,Stanford_51189,11,128,train
513,Stanford_51190,11,150,train
514,Stanford_51191,11,130,train
515,Stanford_51192,11,104,train
516,Stanford_51193,11,127,train
517,Stanford_51194,11,127,train
518,Stanford_51195,11,129,train
519,Stanford_51196,11,130,train
520,Stanford_51197,11,100,train
521,Stanford_51199,11,124,train
522,Trinity_50232,12,150,train
523,Trinity_50233,12,130,train
524,Trinity_50234,12,130,train
525,Trinity_50235,12,124,train
526,Trinity_50236,12,124,train
527,Trinity_50237,12,146,train
528,Trinity_50238,12,128,train
529,Trinity_50240,12,130,train
530,Trinity_50241,12,130,train
531,Trinity_50243,12,130,train
532,Trinity_50244,12,130,train
533,Trinity_50245,12,150,train
534,Trinity_50247,12,130,train
535,Trinity_50248,12,124,train
536,Trinity_50249,12,127,train
537,Trinity_50251,12,130,train
538,Trinity_50253,12,128,train
539,Trinity_50255,12,151,train
540,Trinity_50257,12,130,train
541,Trinity_50259,12,130,train
542,Trinity_50260,12,124,train
543,Trinity_50261,12,124,train
544,Trinity_50263,12,130,train
545,Trinity_50264,12,130,train
546,Trinity_50265,12,130,train
547,Trinity_50266,12,150,train
548,Trinity_50267,12,125,train
549,Trinity_50268,12,129,train
550,Trinity_50269,12,151,train
551,Trinity_50270,12,130,train
552,Trinity_50271,12,129,train
553,Trinity_51133,12,124,train
554,Trinity_51134,12,150,train
555,Trinity_51135,12,150,train
556,Trinity_51137,12,125,train
557,Trinity_51138,12,150,train
558,Trinity_51139,12,150,train
559,Trinity_51140,12,150,train
560,Trinity_51141,12,130,train
561,UCLA_51201,13,126,train
562,UCLA_51204,13,124,train
563,UCLA_51205,13,129,train
564,UCLA_51206,13,124,train
565,UCLA_51207,13,125,train
566,UCLA_51208,13,103,train
567,UCLA_51209,13,103,train
568,UCLA_51210,13,125,train
569,UCLA_51211,13,128,train
570,UCLA_51212,13,125,train
571,UCLA_51213,13,100,train
572,UCLA_51214,13,128,train
573,UCLA_51216,13,100,train
574,UCLA_51217,13,129,train
575,UCLA_51218,13,124,train
576,UCLA_51219,13,99,train
577,UCLA_51220,13,125,train
578,UCLA_51223,13,125,train
579,UCLA_51225,13,150,train
580,UCLA_51226,13,124,train
581,UCLA_51227,13,125,train
582,UCLA_51228,13,124,train
583,UCLA_51229,13,127,train
584,UCLA_51231,13,129,train
585,UCLA_51232,13,17,train
586,UCLA_51233,13,12,train
587,UCLA_51234,13,128,train
588,UCLA_51235,13,127,train
589,UCLA_51236,13,150,train
590,UCLA_51237,13,127,train
591,UCLA_51239,13,130,train
592,UCLA_51240,13,124,train
593,UCLA_51241,13,155,train
594,UCLA_51242,13,14,train
595,UCLA_51243,13,13,train
596,UCLA_51244,13,16,train
597,UCLA_51245,13,10,train
598,UCLA_51246,13,13,train
599,UCLA_51247,13,15,train
600,UCLA_51248,13,104,train
601,UCLA_51249,13,99,train
602,UCLA_51250,13,124,train
603,UCLA_51251,13,99,train
604,UCLA_51254,13,125,train
605,UCLA_51255,13,104,train
606,UCLA_51256,13,127,train
607,UCLA_51257,13,102,train
608,UCLA_51258,13,125,train
609,UCLA_51259,13,101,train
610,UCLA_51260,13,153,train
611,UCLA_51262,13,99,train
612,UCLA_51263,13,119,train
613,UCLA_51265,13,105,train
614,UCLA_51266,13,125,train
615,UCLA_51267,13,124,train
616,UCLA_51268,13,100,train
617,UCLA_51269,13,129,train
618,UCLA_51270,13,12,train
619,UCLA_51271,13,104,train
620,UCLA_51273,13,130,train
621,UCLA_51274,13,127,train
622,UCLA_51276,13,150,train
623,UCLA_51277,13,103,train
624,UCLA_51278,13,150,train
625,UCLA_51279,13,129,train
626,UCLA_51280,13,151,train
627,UCLA_51281,13,128,train
628,UCLA_51282,13,154,train
629,UCLA_51292,13,154,train
630,UCLA_51293,13,128,train
631,UCLA_51294,13,124,train
632,UCLA_51297,13,153,train
633,UCLA_51298,13,127,train
634,UCLA_51299,13,126,train
635,UCLA_51300,13,125,train
636,UCLA_51302,13,126,train
637,UCLA_51303,13,154,train
638,UCLA_51304,13,151,train
639,UCLA_51305,13,150,train
640,UCLA_51307,13,104,train
641,UCLA_51309,13,125,train
642,UCLA_51310,13,14,train
643,UCLA_51312,13,124,train
644,UCLA_51313,13,105,train
645,UCLA_51314,13,100,train
646,UCLA_51316,13,100,train
647,UCLA_51317,13,101,train
648,UM_50272,14,67,train
649,UM_50274,14,60,train
650,UM_50275,14,43,train
651,UM_50276,14,46,train
652,UM_50277,14,62,train
653,UM_50278,14,52,train
654,UM_50279,14,52,train
655,UM_50280,14,58,train
656,UM_50281,14,42,train
657,UM_50282,14,58,train
658,UM_50283,14,51,train
659,UM_50284,14,39,train
660,UM_50285,14,47,train
661,UM_50287,14,42,train
662,UM_50288,14,49,train
663,UM_50289,14,42,train
664,UM_50290,14,38,train
665,UM_50291,14,43,train
666,UM_50294,14,42,train
667,UM_50295,14,42,train
668,UM_50296,14,62,train
669,UM_50297,14,47,train
670,UM_50298,14,43,train
671,UM_50299,14,37,train
672,UM_50300,14,47,train
673,UM_50302,14,50,train
674,UM_50303,14,61,train
675,UM_50305,14,64,train
676,UM_50306,14,51,train
677,UM_50307,14,52,train
678,UM_50308,14,62,train
679,UM_50310,14,59,train
680,UM_50311,14,59,train
681,UM_50312,14,52,train
682,UM_50313,14,48,train
683,UM_50314,14,62,train
684,UM_50315,14,58,train
685,UM_50316,14,64,train
686,UM_50317,14,56,train
687,UM_50318,14,52,train
688,UM_50319,14,51,train
689,UM_50320,14,47,train
690,UM_50321,14,51,train
691,UM_50322,14,46,train
692,UM_50323,14,58,train
693,UM_50325,14,52,train
694,UM_50326,14,46,train
695,UM_50327,14,44,train
696,UM_50328,14,58,train
697,UM_50330,14,41,train
698,UM_50332,14,58,train
699,UM_50333,14,40,train
700,UM_50334,14,42,train
701,UM_50336,14,41,train
702,UM_50337,14,51,train
703,UM_50338,14,37,train
704,UM_50339,14,43,train
705,UM_50340,14,48,train
706,UM_50341,14,43,train
707,UM_50342,14,38,train
708,UM_50344,14,47,train
709,UM_50345,14,52,train
710,UM_50348,14,41,train
711,UM_50349,14,47,train
712,UM_50350,14,43,train
713,UM_50351,14,40,train
714,UM_50352,14,43,train
715,UM_50353,14,52,train
716,UM_50354,14,46,train
717,UM_50355,14,42,train
718,UM_50356,14,52,train
719,UM_50357,14,64,train
720,UM_50358,14,43,train
721,UM_50360,14,49,train
722,UM_50361,14,60,train
723,UM_50362,14,52,train
724,UM_50363,14,47,train
725,UM_50365,14,61,train
726,UM_50366,14,47,train
727,UM_50367,14,62,train
728,UM_50368,14,49,train
729,UM_50369,14,48,train
730,UM_50370,14,58,train
731,UM_50372,14,49,train
732,UM_50373,14,52,train
733,UM_50376,14,46,train
734,UM_50377,14,58,train
735,UM_50380,14,51,train
736,UM_50381,14,50,train
737,UM_50382,14,48,train
738,UM_50383,14,46,train
739,UM_50385,14,59,train
740,UM_50386,14,46,train
741,UM_50387,14,58,train
742,UM_50388,14,46,train
743,UM_50391,14,52,train
744,UM_50397,14,59,train
745,UM_50399,14,49,train
746,UM_50402,14,150,train
747,UM_50404,14,153,train
748,UM_50405,14,154,train
749,UM_50406,14,124,train
750,UM_50407,14,150,train
751,UM_50408,14,156,train
752,UM_50411,14,150,train
753,UM_50414,14,150,train
754,UM_50415,14,152,train
755,UM_50416,14,130,train
756,UM_50417,14,105,train
757,UM_50419,14,130,train
758,UM_50421,14,127,train
759,UM_50422,14,129,train
760,UM_50424,14,105,train
761,UM_50425,14,130,train
762,UM_50426,14,48,train
763,UM_50427,14,130,train
764,USM_50432,15,258,train
765,USM_50435,15,303,train
766,USM_50436,15,303,train
767,USM_50437,15,258,train
768,USM_50438,15,308,train
769,USM_50439,15,258,train
770,USM_50440,15,304,train
771,USM_50441,15,258,train
772,USM_50442,15,258,train
773,USM_50443,15,304,train
774,USM_50444,15,237,train
775,USM_50445,15,305,train
776,USM_50447,15,253,train
777,USM_50448,15,256,train
778,USM_50449,15,303,train
779,USM_50450,15,303,train
780,USM_50451,15,257,train
781,USM_50454,15,308,train
782,USM_50456,15,303,train
783,USM_50457,15,303,train
784,USM_50458,15,252,train
785,USM_50459,15,253,train
786,USM_50460,15,254,train
787,USM_50462,15,303,train
788,USM_50463,15,258,train
789,USM_50464,15,304,train
790,USM_50465,15,303,train
791,USM_50466,15,309,train
792,USM_50467,15,257,train
793,USM_50468,15,303,train
794,USM_50470,15,309,train
795,USM_50471,15,258,train
796,USM_50472,15,304,train
797,USM_50473,15,258,train
798,USM_50474,15,309,train
799,USM_50475,15,304,train
800,USM_50476,15,255,train
801,USM_50477,15,303,train
802,USM_50478,15,306,train
803,USM_50479,15,257,train
804,USM_50480,15,254,train
805,USM_50481,15,305,train
806,USM_50482,15,306,train
807,USM_50485,15,303,train
808,USM_50486,15,252,train
809,USM_50487,15,60,train
810,USM_50488,15,207,train
811,USM_50489,15,304,train
812,USM_50490,15,303,train
813,USM_50491,15,307,train
814,USM_50493,15,255,train
815,USM_50494,15,303,train
816,USM_50496,15,303,train
817,USM_50497,15,303,train
818,USM_50498,15,303,train
819,USM_50499,15,309,train
820,USM_50500,15,252,train
821,USM_50501,15,253,train
822,USM_50502,15,305,train
823,USM_50504,15,305,train
824,USM_50505,15,258,train
825,USM_50507,15,257,train
826,USM_50508,15,258,train
827,USM_50509,15,258,train
828,USM_50510,15,252,train
829,USM_50511,15,257,train
830,USM_50512,15,304,train
831,USM_50513,15,304,train
832,USM_50515,15,304,train
833,USM_50516,15,306,train
834,USM_50520,15,305,train
835,USM_50521,15,306,train
836,USM_50522,15,258,train
837,USM_50523,15,258,train
838,USM_50525,15,306,train
839,USM_50526,15,303,train
840,USM_50527,15,255,train
841,USM_50528,15,257,train
842,USM_50529,15,304,train
843,USM_50530,15,307,train
844,USM_50532,15,309,train
845,Yale_50551,16,130,train
846,Yale_50552,16,105,train
847,Yale_50553,16,127,train
848,Yale_50554,16,125,train
849,Yale_50555,16,105,train
850,Yale_50556,16,126,train
851,Yale_50557,16,124,train
852,Yale_50559,16,130,train
853,Yale_50560,16,103,train
854,Yale_50562,16,129,train
855,Yale_50563,16,105,train
856,Yale_50564,16,105,train
857,Yale_50566,16,102,train
858,Yale_50567,16,129,train
859,Yale_50568,16,150,train
860,Yale_50570,16,105,train
861,Yale_50572,16,105,train
862,Yale_50574,16,129,train
863,Yale_50575,16,124,train
864,Yale_50576,16,124,train
865,Yale_50577,16,124,train
866,Yale_50578,16,124,train
867,Yale_50602,16,126,train
868,Yale_50603,16,105,train
869,Yale_50604,16,154,train
870,Yale_50605,16,103,train
871,Yale_50606,16,124,train
872,Yale_50607,16,124,train
873,Yale_50608,16,125,train
874,Yale_50609,16,124,train
875,Yale_50610,16,130,train
876,Yale_50612,16,99,train
877,Yale_50613,16,104,train
878,Yale_50614,16,104,train
879,Yale_50616,16,150,train
880,Yale_50617,16,99,train
881,Yale_50618,16,102,train
882,Yale_50619,16,101,train
883,Yale_50620,16,150,train
884,Yale_50621,16,81,train
885,Yale_50622,16,128,train
886,Yale_50623,16,99,train
887,Yale_50625,16,105,train
888,Yale_50626,16,99,train
889,Yale_50627,16,105,train
